Sequence ID,Dayhoff statistic of serine,Percentage of serine,Binding Regions in Disordered Proteins,Instability Index,Secretory pathway signal peptide (SP),Percentage of non polar mole,Other subcellular location,Secondary helix fraction,Percentage of polar mole,Secondary turn fraction,Aromaticity,Count of linear B-cell epitopes,Average carbon sparing,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of arginine,Percentage of arginine,Percentage of aromatic mole,Grand average of hydropathy (GRAVY),Percentage of small mole,Average oxygen sparing,Absobance A280,Proteasomal cleavages (MHC ligands),Dayhoff statistic of phenylalanine,Probability of Expression Inclusion Bodies,Percentage of phenylalanine,Molecular Weight,Mitochondrial targeting peptide (mTP),Average sulphur sparing,Percentage of proline,Dayhoff statistic of proline,Average hydrogen sparing,Average nitrogen sparing,Percentage of lysine,Dayhoff statistic of lysine,Percentage of isoleucine,Dayhoff statistic of isoleucine,Dayhoff statistic of tryptophan,Percentage of tryptophan,Percentage of glycine,Dayhoff statistic of glycine,Percentage of aliphatic mole,Percentage of tiny mole,Class I Immunogenicity score,Dayhoff statistic of tyrosine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of tyrosine,Average Residue Weight,Percentage of methionine,Percentage of valine,Dayhoff statistic of valine,N-linked glycosylation sites,C-mannosylation sites,Percentage of cysteine,Dayhoff statistic of cysteine,Dayhoff statistic of aspartic acid,Percentage of aspartic acid,SS,TS,PS,SN,SR,ST,RR,SP,RS,HS,SA,DS,SD,SQ,RL,GQ,IS,LS,NS,NN,YG,TP,SF,IG,CG,SL,PV,IK,KN,VF,ES,HT,KM,PR,YK,DD,KW,WN,FD,PY,KY,CK,ND,NF,GC,FI,VG,GK,SV,SG,KF,MK,GS,HH,VS,AY,AR,WA,PP,YW,NY,MP,KC,TC,KV,FN,LK,QS,FG,CC,EP,TR,EW,RP,LP,PD,AW,KL,AS,IV,HE,ML,VV,HG,NW,MV,PN,KR,VC,GY,KD,VW,CN,NP,FK,HL,IF,FT,VP,DK,ET,VD,IC,MY,NR,FW,SH,HP,WV,LR,II,YI,IW,AT,DH,WM,YV,WP,LF,PI,LI,LD
gi|685956883|gb|KGB33043.1|,1.687,11.8056,48,52.52419384,0.041,44.2633,0.493,0.2461,55.7367,0.2971,0.055555556,1667,4.7877,3,1.195,5.8575,8.6655,-0.630344203,55.8575,2.5465,0.757,997,0.629,0.901,2.2645,368230.24,0.616,0.0411,5.7669,1.109,9.6392,1.4218,5.5254,0.837,5.0121,1.114,0.674,0.8756,4.2572,0.507,19.0519,30.8575,-36.7738,0.71,23,0.764,2.4155,111.1806,1.2983,5.9783,0.906,30,1,2.808,0.968,0.977,5.3744,0.0196,0.006,0.006,0.0103,0.0063,0.0082,0.0057,0.0079,0.0057,0.003,0.0045,0.006,0.0085,0.0036,0.0069,0.0012,0.0048,0.0069,0.0069,0.0115,0.0009,0.0048,0.0039,0.003,0.0024,0.0075,0.0063,0.0024,0.003,0.0009,0.0057,0.0027,0,0.0033,0.0024,0.0057,0.0003,0.0003,0.0012,0.0012,0.0009,0.0024,0.0039,0.0006,0.0006,0.0012,0.0018,0.0021,0.0063,0.0057,0.0024,0.0012,0.0054,0.0012,0.0106,0.0006,0.0042,0,0.0039,0.0006,0.0024,0,0.0012,0.0024,0.003,0.0012,0.0027,0.0033,0.0009,0,0.0021,0.0015,0,0.0033,0.0066,0.0024,0.0006,0.0045,0.0057,0.003,0.0021,0.0003,0.0036,0.0009,0,0.0009,0.0042,0.0036,0.0033,0.003,0.0015,0,0.0018,0.0039,0,0.0027,0.0003,0.0018,0.003,0.0036,0.0036,0.0027,0.0021,0,0.0033,0.0003,0.0015,0.003,0.0012,0.0054,0.003,0.0003,0.0003,0.0051,0.0006,0.0003,0,0,0.0024,0.0042,0.0057,0.0036
gi|226482604|emb|CAX73901.1|,1.641,11.4894,5,41.41702128,0.05,43.4043,0.819,0.2511,56.5957,0.2809,0.072340426,121,4.9745,0,1.911,9.3617,9.3617,-0.876595745,51.9149,2.5532,0.757,88,0.709,0.939,2.5532,26949.3,0.246,0.0426,7.234,1.391,9.9574,1.4723,7.234,1.096,3.4043,0.757,0.327,0.4255,4.2553,0.507,17.8723,25.9574,-3.6125,1.252,24,1.502,4.2553,114.6779,2.5532,5.9574,0.903,1,0,1.7021,0.587,1.393,7.6596,0.017,0.0043,0.0085,0,0.0128,0.0043,0.0128,0.0085,0.0085,0.0043,0,0.0128,0.0213,0.0043,0.0043,0,0,0,0.0043,0.0128,0,0.0085,0,0.0043,0,0.0085,0.0043,0,0.0043,0.0043,0.0043,0,0,0,0.0043,0.0043,0,0,0.0085,0.0043,0.0085,0,0,0,0,0,0,0.0043,0.0085,0.0043,0,0,0.0043,0,0,0.0043,0,0,0.0043,0,0,0,0,0.0043,0,0,0.0085,0,0,0,0.0085,0.0043,0,0.0043,0.0043,0.0085,0,0,0.0043,0,0,0.0043,0.0043,0,0,0,0,0,0.0043,0,0.0043,0,0,0.017,0,0,0,0.0043,0.0043,0.0128,0.0043,0,0,0,0.0043,0,0.0043,0,0,0.0085,0.0043,0.0043,0,0.0043,0.0043,0,0,0,0.0043,0.0043,0,0.0085
gi|353231227|emb|CCD77645.1|,1.398,9.7826,0,37.6923913,0.176,47.8261,0.648,0.3478,52.1739,0.1739,0.054347826,22,4.9674,0,0.444,2.1739,6.5217,0.039130435,45.6522,2.5217,0.145,33,1.208,0.517,4.3478,10268.58,0.19,0.0326,2.1739,0.418,10.1848,1.2935,8.6957,1.318,8.6957,1.932,0,0,3.2609,0.388,29.3478,27.1739,-1.1399,0.32,64,0.639,1.087,111.615,1.087,13.0435,1.976,1,0,2.1739,0.75,0.198,1.087,0,0.0217,0.0109,0,0.0109,0,0,0,0,0,0.0217,0,0,0,0,0,0,0.0109,0,0,0,0,0,0.0109,0,0.0109,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0.0109,0,0.0109,0.0217,0,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0,0,0,0,0.0326,0,0,0,0,0,0,0.0109,0,0,0.0217,0,0.0109,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0.0217,0,0,0.0109,0,0,0,0,0,0,0.0109,0.0109
gi|685964728|gb|KGB39587.1|,1.7,11.8993,11,53.85057208,0.056,45.881,0.772,0.2517,54.119,0.2574,0.052631579,393,4.8112,1,1.238,6.0641,8.0092,-0.492105263,53.6613,2.532,0.456,281,0.858,0.793,3.0892,97191.26,0.225,0.0538,5.8352,1.122,9.7586,1.381,7.2082,1.092,5.0343,1.119,0.352,0.4577,3.8902,0.463,19.9085,31.1213,-10.8522,0.505,34,1.01,1.7162,111.2028,1.7162,6.0641,0.919,4,0,3.6613,1.263,1.186,6.5217,0.0286,0.008,0.0034,0.008,0.0023,0.0057,0.008,0.0069,0.0092,0.0034,0.0069,0.0069,0.0057,0.0023,0.0034,0,0.0069,0.0057,0.0046,0.0011,0.0023,0.0046,0.0034,0.0011,0.0023,0.0046,0.0092,0.0046,0.0011,0.0023,0.0069,0.0011,0,0.0046,0.0023,0.0057,0.0011,0,0.0011,0.0011,0.0023,0.0023,0.0011,0.0011,0.0034,0.0011,0,0.0046,0.0034,0.0069,0.008,0,0.0034,0,0.0137,0,0.0023,0,0.0011,0,0,0.0023,0.0034,0.0034,0.0011,0.0011,0.008,0,0.0011,0,0.0057,0.0023,0,0,0.0034,0.0057,0.0011,0.0092,0.0092,0.0034,0.0023,0.0023,0.0011,0.0023,0,0,0.0023,0.008,0.0023,0,0.0034,0,0,0.0034,0.0034,0.0069,0.0023,0.0034,0.0011,0.0011,0.0057,0.0069,0.0023,0,0.0046,0,0.0023,0.0023,0.0011,0.0114,0.0011,0,0,0.0011,0.0011,0,0.0034,0,0.0011,0.0034,0.0046,0.008
gi|360043524|emb|CCD78937.1|,1.055,7.3864,4,38.88409091,0.046,38.6364,0.831,0.1648,61.3636,0.1818,0.090909091,113,5.1307,0,1.044,5.1136,11.3636,-1.496590909,41.4773,2.5568,1.233,52,1.105,0.503,3.9773,20631.52,0.185,0.0511,4.5455,0.874,10.1193,1.483,20.4545,3.099,0.5682,0.126,1.311,1.7045,2.8409,0.338,7.3864,23.2955,-6.1006,1.003,80,1.671,3.4091,117.2245,2.8409,2.2727,0.344,2,0,2.2727,0.784,1.446,7.9545,0,0,0,0,0,0,0,0,0.0057,0,0.0114,0.0057,0.0057,0,0,0,0,0.0114,0,0,0,0,0.0057,0,0,0.0057,0,0,0.0114,0,0.0114,0,0,0,0.0057,0.0057,0,0,0,0,0.0114,0.0057,0.0057,0,0,0,0,0.017,0,0,0.0057,0,0,0,0.0057,0.0057,0,0,0.0057,0,0,0,0,0,0.0114,0,0,0.0057,0,0,0.0057,0,0,0.0057,0,0.0114,0,0,0,0,0,0,0,0,0,0,0.0057,0.017,0,0,0.0114,0,0.0057,0.0057,0.0114,0,0,0,0,0.017,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0.0057,0,0,0,0.0057,0,0,0.0057
gi|350645960|emb|CCD59367.1|,1.582,11.0761,28,51.99449869,0.044,45.8793,0.772,0.2525,54.1207,0.2955,0.054068241,1004,4.7916,4,1.307,6.4042,7.4541,-0.58992126,55.8005,2.5575,0.816,582,0.598,0.824,2.1522,211413.68,0.269,0.0352,6.5092,1.252,9.6535,1.4037,4.357,0.66,5.0394,1.12,0.808,1.0499,4.357,0.519,19.8425,29.9213,-12.7613,0.648,25,0.957,2.2047,110.9783,1.6273,5.5643,0.843,9,0,1.8898,0.652,1.126,6.1942,0.0178,0.0042,0.0105,0.0115,0.0037,0.0047,0.0068,0.0042,0.0052,0.001,0.0052,0.0121,0.011,0.0052,0.01,0.0021,0.0063,0.0089,0.01,0.0068,0.0005,0.0047,0,0.0021,0.0005,0.0084,0.0068,0.0037,0.0026,0.0016,0.0037,0.001,0.0016,0.0031,0.0005,0.011,0,0,0.0016,0.001,0.001,0.0005,0.0063,0.001,0.001,0.0005,0.001,0.0021,0.0094,0.0079,0.0005,0.0005,0.0052,0,0.0052,0.0005,0.0037,0,0.0063,0.0005,0.0016,0.0016,0.0005,0,0.001,0.0021,0.0037,0.0031,0.0005,0.001,0.0042,0.0037,0.0005,0.0021,0.0058,0.0037,0.0005,0.0021,0.0079,0.0016,0.0021,0.0021,0.0037,0.001,0.0016,0.0005,0.0026,0.0068,0.0026,0.0005,0.0021,0.0016,0.0016,0.0073,0.001,0.0021,0,0.001,0.0026,0.0016,0.001,0.0031,0.0005,0,0.0026,0,0.001,0.001,0,0.0063,0.0021,0.0026,0,0.0052,0,0.0005,0.0005,0.001,0.0005,0.0052,0.0079,0.0047
gi|685966249|gb|KGB40637.1|,2.305,16.1366,17,66.87832744,0.068,41.1072,0.93,0.2379,58.8928,0.3121,0.044758539,411,4.7797,5,1.683,8.245,8.1272,-0.662897527,54.7703,2.5324,0.462,266,0.72,0.969,2.5913,94894.82,0.072,0.0436,6.3604,1.223,9.7479,1.4723,5.6537,0.857,5.5359,1.23,0.453,0.5889,3.1802,0.379,19.3168,32.0377,-14.0208,0.381,23,0.416,1.2956,111.7725,0.7067,5.8893,0.892,4,0,3.6514,1.259,0.899,4.947,0.0271,0.013,0.0188,0.0071,0.0059,0.0153,0.0118,0.0059,0.0118,0.0035,0,0.0082,0.0094,0.0094,0.0106,0.0024,0.0059,0.0165,0.0094,0.0047,0,0.0071,0.0047,0.0012,0,0.0153,0.0071,0.0024,0.0012,0,0.0094,0.0012,0,0.0012,0,0.0059,0,0,0.0024,0,0,0,0,0.0024,0.0012,0.0012,0.0012,0.0012,0.0071,0.0059,0.0012,0,0.0024,0.0024,0.0082,0.0012,0.0012,0.0012,0.0059,0,0,0,0.0012,0.0012,0.0035,0,0.0059,0.0012,0,0.0012,0.0012,0.0047,0.0012,0.0024,0.0047,0.0035,0,0.0047,0.0071,0.0035,0.0012,0.0012,0.0012,0,0.0012,0,0.0012,0.0071,0.0024,0.0024,0,0,0.0035,0.0059,0.0024,0.0035,0.0012,0.0012,0.0047,0.0024,0.0035,0.0024,0.0035,0,0.0012,0,0.0094,0,0.0012,0.0082,0.0047,0.0012,0,0.0035,0.0024,0,0.0024,0,0.0012,0.0059,0.0071,0.0047
gi|685958832|gb|KGB34721.1|,0.699,4.8951,0,50.85041958,0.106,53.8462,0.912,0.3217,46.1538,0.2308,0.104895105,64,5.2308,0,0.999,4.8951,13.2867,-0.42027972,46.8531,2.4825,1.696,52,1.36,0.584,4.8951,16484.25,0.063,0.035,7.6923,1.479,10.028,1.3846,6.993,1.06,7.6923,1.709,2.152,2.7972,4.8951,0.583,21.6783,20.979,1.5535,0.823,43,1.234,2.7972,115.2745,2.0979,6.993,1.06,0,0,1.3986,0.482,1.017,5.5944,0,0,0.007,0.007,0,0,0.007,0.007,0,0.007,0.007,0,0,0.007,0,0,0,0,0.007,0,0.007,0,0,0,0,0,0.014,0.021,0.014,0,0.007,0,0,0,0,0,0.014,0,0.007,0.007,0,0,0,0,0,0.007,0,0,0,0,0.007,0,0.014,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0.007,0,0,0.028,0,0,0,0,0.007,0,0,0,0.007,0,0,0.007,0,0,0.007,0,0,0,0,0.007,0,0,0,0,0,0,0.007,0.007,0.007,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0.007,0,0,0,0,0,0,0.014,0.014
gi|76162753|gb|AAX30591.2|,0.67,4.6875,0,29.71960938,0.093,56.25,0.803,0.3359,43.75,0.2031,0.109375,34,5.1797,0,1.594,7.8125,13.2813,-0.34453125,43.75,2.4453,1.09,39,1.302,0.774,4.6875,14617.28,0.213,0.0234,5.4688,1.052,10.1016,1.4141,7.0313,1.065,7.0313,1.562,0.601,0.7813,7.8125,0.93,22.6563,25,1.3046,1.608,38,0.46,5.4688,114.1975,0.7813,6.25,0.947,0,0,1.5625,0.539,0.852,4.6875,0,0.0078,0,0,0.0156,0,0,0.0078,0,0.0078,0,0,0,0,0.0313,0.0078,0.0156,0,0,0,0.0078,0,0,0.0078,0,0.0078,0.0078,0,0,0,0.0078,0,0,0.0078,0.0078,0,0,0,0,0,0,0,0,0,0,0.0078,0,0,0,0,0,0,0.0078,0,0,0,0.0078,0,0,0,0,0,0,0,0.0078,0,0.0156,0,0,0,0,0.0078,0,0,0,0,0,0.0078,0,0.0156,0,0,0,0,0,0,0.0078,0,0,0,0,0,0,0.0078,0,0,0,0,0,0.0078,0.0078,0.0156,0,0,0,0,0,0.0078,0,0,0,0,0,0.0156,0,0,0,0,0.0078,0.0078,0.0156,0
gi|10953801|gb|AAG25600.1|AF297468_1,1.16,8.1169,2,35.5412987,0.204,51.2987,0.84,0.3019,48.7013,0.2435,0.103896104,116,5.0682,0,0.861,4.2208,15.9091,-0.393831169,51.2987,2.5162,1.485,101,1.443,0.615,5.1948,34963.86,0.092,0.0422,5.5195,1.061,9.6364,1.3766,3.8961,0.59,5.1948,1.154,1.748,2.2727,5.8442,0.696,19.8052,26.6234,1.9542,0.859,34,1.528,2.9221,113.519,2.5974,6.1688,0.935,2,0,1.6234,0.56,1.476,8.1169,0.0032,0.0032,0.0195,0.0032,0,0,0,0,0.0032,0.0032,0.0097,0.0065,0.013,0,0.0065,0,0.0032,0.0065,0,0,0.0032,0.0097,0.0032,0,0,0.0065,0,0.0032,0,0,0,0.0065,0,0.0032,0.0032,0.0065,0,0.0032,0.0032,0,0.0032,0,0.0032,0,0.0065,0.0032,0,0.0032,0.013,0.0065,0,0.0032,0.0065,0.0032,0.0097,0.0032,0.0032,0,0.0032,0,0.0032,0.0032,0,0,0.0032,0.0065,0.0032,0,0.0065,0,0,0.0032,0.0032,0,0.0065,0.0065,0,0.0065,0.0065,0.0065,0.0032,0.0065,0.0032,0.0032,0,0.0032,0.0032,0.0032,0,0.0032,0,0.0032,0,0.0065,0,0.013,0.0097,0.0065,0,0.0032,0,0.0032,0.0032,0,0.0065,0,0.0032,0.0065,0,0.0032,0.0065,0,0.0032,0.0065,0,0,0,0.0032,0.0032,0,0.0097,0.0065
gi|76155653|gb|AAX26942.2|,1.099,7.6923,1,68.51025641,0.232,41.453,0.702,0.2051,58.547,0.2179,0.042735043,131,4.8162,1,2.006,9.8291,7.265,-0.924786325,54.2735,2.6068,0.934,64,0.475,0.621,1.7094,26736.56,0.053,0.0598,5.5556,1.068,9.7009,1.4957,5.1282,0.777,1.7094,0.38,1.315,1.7094,2.1368,0.254,16.2393,28.6325,0.8019,0.251,49,0.503,0.8547,114.2588,0.8547,4.7009,0.712,0,0,5.1282,1.768,1.632,8.9744,0.0128,0.0043,0,0.0128,0,0,0.0128,0.0043,0.0043,0,0.0043,0.0043,0.0214,0,0.0085,0,0.0043,0.0043,0.0085,0.0043,0,0,0,0,0.0043,0,0,0,0.0043,0,0.0043,0.0043,0,0.0043,0,0.0128,0,0,0,0.0043,0,0,0.0085,0,0.0043,0,0,0,0.0043,0.0043,0.0043,0,0.0043,0,0,0,0.0171,0,0.0043,0,0,0,0,0.0043,0,0,0.0043,0,0,0,0,0.0085,0,0.0128,0.0043,0.0085,0.0043,0,0.0085,0,0.0043,0,0,0,0,0,0.0043,0.0171,0.0043,0,0,0,0.0043,0.0043,0,0.0043,0,0,0.0128,0,0.0128,0,0,0,0,0,0.0043,0,0,0.0085,0.0043,0,0,0,0.0043,0.0043,0,0,0,0,0.0043,0.0085
gi|76154622|gb|AAX26071.2|,0.918,6.4257,0,45.05502008,0.109,52.2088,0.9,0.2972,47.7912,0.2249,0.040160643,71,4.8273,0,1.803,8.8353,6.0241,-0.245783133,48.1928,2.4699,0.253,76,0.892,0.653,3.2129,27647.68,0.079,0.0402,4.0161,0.772,9.9237,1.4418,4.0161,0.608,5.6225,1.249,0.309,0.4016,7.2289,0.861,25.7028,26.9076,1.2892,0.118,41,0.945,0.4016,111.0349,1.6064,6.4257,0.974,0,0,2.4096,0.831,1.095,6.0241,0,0,0.004,0.008,0.004,0.004,0.008,0,0.004,0.004,0.004,0.004,0.004,0.004,0.008,0,0,0.0241,0,0,0,0.004,0,0,0.004,0.008,0,0,0,0.004,0.008,0,0.004,0.008,0,0.004,0,0,0.004,0,0,0,0.004,0.004,0.004,0,0.008,0.004,0.008,0.012,0.004,0,0.004,0,0.008,0,0.008,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.004,0,0,0,0,0,0,0,0.008,0.004,0,0,0,0,0,0,0,0.004,0,0,0.004,0,0.004,0.008,0,0,0.004,0.004,0,0.004,0,0.008,0,0,0,0,0.008,0.004,0,0,0.008,0,0,0,0,0,0,0.008,0.008
gi|685967175|gb|KGB41157.1|,2.01,14.0669,27,56.66211571,0.071,42.0306,0.756,0.2496,57.9694,0.291,0.070334657,900,4.8883,2,1.169,5.7289,10.4368,-0.710777085,53.0346,2.5644,0.696,548,1.087,0.892,3.9138,198417.75,0.1,0.0369,5.6721,1.091,9.7243,1.4158,7.2036,1.091,4.9348,1.097,0.611,0.7941,3.7436,0.446,17.924,29.5519,-29.1716,0.684,28,0.834,2.3256,112.5455,1.418,5.7289,0.868,9,0,2.2689,0.782,1.176,6.4663,0.0221,0.0108,0.0091,0.0096,0.0045,0.0085,0.0068,0.0096,0.0074,0.004,0.0045,0.0113,0.0153,0.004,0.0028,0.0006,0.0074,0.0096,0.0045,0.004,0,0.0034,0.0057,0.004,0.0011,0.0102,0.0062,0.0028,0.0034,0.0017,0.0079,0.0017,0.0011,0.0023,0.0023,0.0068,0.0006,0,0.0006,0.0011,0.0023,0.0017,0.004,0.0034,0,0.0006,0.004,0.0023,0.0051,0.0057,0.004,0,0.0079,0.0017,0.0079,0.0006,0.0045,0,0.0023,0,0.0017,0.0011,0.0023,0.0017,0.0028,0.0011,0.0062,0.0034,0.0028,0,0.0023,0.0017,0,0.004,0.0045,0.0023,0.0006,0.0079,0.0045,0.0011,0.0006,0,0.0045,0,0,0.0011,0.0011,0.0028,0.0017,0.0006,0.0011,0,0.0006,0.0017,0.0057,0.004,0.0011,0.0023,0.0017,0.0017,0.0034,0.0062,0.0006,0,0.0017,0.0006,0.0068,0.0017,0.0006,0.0057,0.0028,0.0011,0,0.0017,0.0017,0,0.0023,0.0017,0.0057,0.0057,0.004,0.0017
gi|76152523|gb|AAX24209.2|,3.506,24.5421,3,62.35274725,0.703,41.7582,0.122,0.2454,58.2418,0.3919,0.025641026,119,4.4432,0,0.374,1.8315,4.3956,-0.034065934,66.3004,2.5714,0.296,88,0.407,0.979,1.4652,28637.89,0.075,0.0549,6.2271,1.198,9.3223,1.2271,2.9304,0.444,8.0586,1.791,0.282,0.3663,1.4652,0.174,21.978,45.7875,-8.7138,0.215,9,1.077,0.7326,104.9007,1.8315,3.663,0.555,3,0,3.663,1.263,0.666,3.663,0.1282,0.0256,0.0073,0.0073,0,0.0476,0,0.0073,0,0,0,0.0073,0.0037,0.0037,0.0073,0,0.0147,0.0256,0.011,0.0037,0,0.0037,0.0073,0.0037,0.0073,0.0147,0.0073,0,0,0,0.0037,0,0,0.0037,0,0.0037,0,0,0,0,0,0,0.0073,0,0,0.0037,0,0,0,0,0,0,0.0037,0,0.0037,0,0.0037,0,0.0073,0,0,0,0.0037,0.0037,0,0.0037,0.0073,0,0,0,0.0037,0,0,0,0.0073,0.0037,0,0.0037,0.0037,0.0037,0,0,0,0,0,0,0,0.0037,0.0037,0,0.0037,0,0.0073,0.0037,0,0.0037,0,0.0037,0.0037,0.0037,0,0,0.0037,0,0,0,0,0.0037,0,0,0.0073,0,0,0.0037,0.0037,0,0,0,0,0,0.0037,0
gi|532219678|gb|AGT95748.1|,1.077,7.541,0,44.26760656,0.041,56.3934,0.839,0.3377,43.6066,0.2525,0.095081967,63,5.0361,0,1.204,5.9016,13.4426,-0.001639344,50.8197,2.3934,0.831,105,1.639,0.908,5.9016,34190.29,0.24,0.0492,5.2459,1.009,9.8754,1.4098,4.2623,0.646,6.8852,1.53,0.757,0.9836,5.5738,0.664,24.2623,28.1967,2.3218,0.771,21,0.771,2.623,112.0993,1.3115,7.8689,1.192,1,0,3.6066,1.244,0.477,2.623,0.0033,0,0,0.0098,0.0066,0,0.0033,0.0033,0.0164,0.0033,0.0066,0,0.0033,0.0066,0,0,0.0098,0.0164,0,0.0066,0,0.0066,0.0066,0,0.0066,0.0066,0.0066,0,0,0.0033,0.0066,0.0033,0,0.0033,0.0066,0,0,0,0.0033,0,0.0033,0.0033,0.0033,0.0098,0.0033,0.0033,0.0033,0,0.0033,0.0033,0,0.0033,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,0.0033,0.0066,0,0.0033,0.0033,0.0033,0,0.0033,0.0066,0.0033,0,0.0033,0.0098,0.0033,0,0.0033,0.0033,0,0.0033,0,0.0033,0.0066,0.0033,0.0033,0,0.0066,0.0033,0.0098,0.0033,0.0033,0,0.0033,0.0066,0,0.0066,0,0.0066,0,0,0.0033,0.0098,0,0,0.0066,0,0,0,0,0,0.0098,0,0
gi|350644763|emb|CCD60517.1|,2.005,14.0333,19,52.9462578,0.079,41.684,0.81,0.2422,58.316,0.3191,0.046777547,459,4.7994,1,0.976,4.7817,8.1081,-0.711954262,53.1185,2.5696,0.483,294,0.606,0.923,2.183,107341.95,0.133,0.0395,6.1331,1.179,9.7089,1.4116,6.8607,1.04,4.7817,1.063,0.32,0.4158,3.2225,0.384,19.5426,28.8981,-19.8755,0.611,32,0.795,2.079,111.5821,1.3514,4.3659,0.662,12,0,2.5988,0.896,0.945,5.1975,0.0249,0.0052,0.0083,0.0114,0.0042,0.0073,0.0073,0.0104,0.0052,0.0073,0.0042,0.0052,0.0052,0.0094,0.0062,0,0.0062,0.0156,0.0094,0.0125,0,0.0021,0.001,0.0021,0.001,0.0146,0.0062,0.0021,0.0052,0.001,0.0135,0.001,0.0031,0.001,0,0.0042,0,0,0.001,0.001,0.0021,0.0021,0.0062,0.0021,0.0021,0,0,0.0052,0.0042,0.0073,0.0021,0,0.0062,0.0021,0.0073,0.001,0.001,0.001,0.0021,0,0.001,0,0.001,0.001,0.0031,0,0.0125,0.0031,0.001,0,0.0062,0,0,0.001,0.0062,0.0031,0,0.0073,0.0052,0.001,0.0021,0.0031,0.0021,0.0031,0.001,0.001,0.0073,0.0042,0,0,0,0,0.0062,0.0073,0.0021,0.0042,0.001,0.0021,0.001,0.0042,0.0031,0.0031,0.001,0,0.001,0.001,0.0031,0.0021,0,0.0083,0.0052,0.001,0,0.0021,0.0021,0,0,0,0.0021,0.0021,0.0052,0.0031
gi|226483395|emb|CAX73998.1|,1.803,12.6227,14,62.77546985,0.071,44.7405,0.922,0.237,55.2595,0.31,0.064516129,444,4.8261,3,1.66,8.1346,9.2567,-0.769424965,54.979,2.5386,0.832,249,0.584,0.962,2.1038,79602.4,0.062,0.0281,7.2931,1.403,9.6704,1.4572,4.4881,0.68,4.3478,0.966,0.539,0.7013,5.1893,0.618,17.2511,30.7153,-8.3262,1.073,20,1.155,3.6466,111.6443,1.9635,5.6101,0.85,7,0,0.8415,0.29,0.995,5.4698,0.0168,0.0056,0.0126,0.0056,0.0126,0.0084,0.0098,0.0112,0.007,0.0042,0.0056,0.0084,0.0042,0.0056,0.0028,0.0014,0.0056,0.007,0.0084,0.0056,0.0028,0,0.0042,0.0014,0,0.0084,0.0056,0.0014,0.0014,0,0.0014,0,0,0.0028,0.0014,0.0028,0,0,0.0014,0.007,0.0028,0,0.0014,0,0,0,0.0056,0.0042,0.0056,0.0056,0,0,0.0112,0.0014,0.0042,0.0042,0.0014,0.0014,0.0084,0,0.0014,0.0042,0,0,0.0028,0.0028,0.0056,0.0042,0.0028,0,0.0014,0.0056,0,0.0042,0.0028,0.0042,0,0.0028,0.0056,0.0042,0.0014,0.0028,0.0042,0,0.0042,0.0014,0.0042,0.0084,0,0.0014,0.0028,0,0,0.0028,0,0.0028,0,0,0.0042,0.0042,0,0.0056,0.0014,0,0,0,0.0042,0.0028,0,0.007,0.007,0,0,0,0.0014,0,0.0014,0.0014,0.0028,0.0028,0.0028,0.0056
gi|226483675|emb|CAX74138.1|,0.633,4.4304,0,40.41531646,0.049,48.1013,0.871,0.2532,51.8987,0.1835,0.120253165,67,5.1203,0,2.842,13.9241,13.2911,-0.963924051,43.038,2.5506,1.31,47,1.406,0.647,5.0633,18637.15,0.138,0.057,2.5316,0.487,9.9304,1.5506,5.0633,0.767,5.0633,1.125,0.974,1.2658,9.4937,1.13,13.2911,27.2152,2.1088,1.675,34,1.489,5.6962,117.9566,2.5316,2.5316,0.384,2,0,3.1646,1.091,1.611,8.8608,0,0,0,0,0.0063,0,0.0063,0.0127,0.0063,0.0063,0,0,0,0,0.0063,0.0063,0,0.0127,0,0,0.0127,0.0063,0.0127,0.0063,0.0063,0,0,0.0063,0,0,0,0,0,0.0127,0.0063,0.0063,0,0,0.0063,0.0063,0,0,0.0063,0,0,0,0,0.0063,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,0.0063,0.0063,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0.0063,0.0063,0,0,0,0,0,0,0,0,0.0063,0.0063,0.0063,0.0063,0,0,0,0,0,0,0,0,0.0127,0.0063,0,0,0,0,0,0,0,0,0.0063,0.0063,0.0127,0.0063,0,0.0063,0,0,0,0.0063,0,0,0.0127
