Sequence ID,Dayhoff statistic of serine,Percentage of serine,Binding Regions in Disordered Proteins,Instability Index,Secretory pathway signal peptide (SP),Percentage of non polar mole,Other subcellular location,Secondary helix fraction,Percentage of polar mole,Secondary turn fraction,Aromaticity,Count of linear B-cell epitopes,Average carbon sparing,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of arginine,Percentage of arginine,Percentage of aromatic mole,Grand average of hydropathy (GRAVY),Percentage of small mole,Average oxygen sparing,Absobance A280,Proteasomal cleavages (MHC ligands),Dayhoff statistic of phenylalanine,Probability of Expression Inclusion Bodies,Percentage of phenylalanine,Molecular Weight,Mitochondrial targeting peptide (mTP),Average sulphur sparing,Percentage of proline,Dayhoff statistic of proline,Average hydrogen sparing,Average nitrogen sparing,Percentage of lysine,Dayhoff statistic of lysine,Percentage of isoleucine,Dayhoff statistic of isoleucine,Dayhoff statistic of tryptophan,Percentage of tryptophan,Percentage of glycine,Dayhoff statistic of glycine,Percentage of aliphatic mole,Percentage of tiny mole,Class I Immunogenicity score,Dayhoff statistic of tyrosine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of tyrosine,Average Residue Weight,Percentage of methionine,Percentage of valine,Dayhoff statistic of valine,N-linked glycosylation sites,C-mannosylation sites,Percentage of cysteine,Dayhoff statistic of cysteine,Dayhoff statistic of aspartic acid,Percentage of aspartic acid,SS,TS,PS,SN,SR,ST,RR,SP,RS,HS,SA,DS,SD,SQ,RL,GQ,IS,LS,NS,NN,YG,TP,SF,IG,CG,SL,PV,IK,KN,VF,ES,HT,KM,PR,YK,DD,KW,WN,FD,PY,KY,CK,ND,NF,GC,FI,VG,GK,SV,SG,KF,MK,GS,HH,VS,AY,AR,WA,PP,YW,NY,MP,KC,TC,KV,FN,LK,QS,FG,CC,EP,TR,EW,RP,LP,PD,AW,KL,AS,IV,HE,ML,VV,HG,NW,MV,PN,KR,VC,GY,KD,VW,CN,NP,FK,HL,IF,FT,VP,DK,ET,VD,IC,MY,NR,FW,SH,HP,WV,LR,II,YI,IW,AT,DH,WM,YV,WP,LF,PI,LI,LD
gi|56756959|gb|AAW26651.1|,1.32,9.2391,0,26.37119565,0.499,61.413,0.699,0.3043,38.587,0.2337,0.038043478,42,4.6033,0,0.555,2.7174,5.9783,0.334782609,54.3478,2.3804,0.31,60,0.453,0.763,1.6304,19234.82,0.06,0.0652,2.7174,0.523,9.6359,1.2337,7.6087,1.153,6.5217,1.449,0,0,9.7826,1.165,26.6304,36.413,-1.7152,0.639,57,2.877,2.1739,104.5371,4.8913,9.7826,1.482,1,0,1.6304,0.562,0.692,3.8043,0.0109,0.0109,0,0.0054,0.0054,0,0,0,0.0054,0,0.0109,0,0,0,0.0054,0.0054,0,0.0109,0,0,0,0,0,0,0,0.0054,0,0.0109,0,0,0.0109,0,0,0,0,0.0054,0,0,0.0054,0,0.0054,0,0,0,0,0,0.0109,0.0109,0.0054,0,0,0.0054,0.0109,0,0.0109,0,0.0054,0,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272,0.0054,0.0054,0.0054,0.0054,0.0163,0.0109,0,0.0054,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0,0.0054,0.0054,0,0,0,0.0109,0,0,0.0109,0.0054,0.0054,0,0,0,0,0,0,0.0054,0.0054,0.0054,0
gi|56755221|gb|AAW25790.1|,0.86,6.0166,4,43.14107884,0.07,52.4896,0.954,0.2842,47.5104,0.2427,0.072614108,213,4.9357,0,0.847,4.1494,9.751,-0.403319502,51.6598,2.4627,1.26,152,0.807,0.822,2.9046,53474.41,0.041,0.0436,5.6017,1.077,9.8485,1.3506,9.9585,1.509,7.8838,1.752,1.436,1.8672,8.5062,1.013,21.1618,28.6307,0.8639,0.732,35,1.22,2.4896,110.9428,2.0747,7.8838,1.195,1,0,2.2822,0.787,0.981,5.3942,0.0021,0.0041,0.0062,0.0021,0.0021,0.0041,0.0062,0.0021,0.0041,0,0,0.0062,0.0021,0.0041,0,0.0021,0.0041,0.0021,0,0,0,0,0.0041,0.0062,0.0021,0,0.0041,0.0104,0.0124,0,0.0041,0.0021,0.0041,0,0.0083,0,0,0,0,0,0.0041,0.0021,0.0021,0,0,0.0021,0.0083,0.0083,0.0041,0.0124,0.0083,0,0.0041,0.0021,0.0041,0.0021,0,0.0021,0.0083,0,0,0.0041,0.0021,0,0.0021,0.0041,0.0062,0,0,0,0.0041,0.0041,0,0.0021,0,0,0.0021,0.0041,0,0.0083,0.0021,0,0.0062,0.0041,0,0.0021,0,0.0021,0,0.0104,0.0041,0,0.0021,0.0041,0.0021,0.0021,0,0.0021,0.0104,0.0124,0.0062,0.0021,0.0021,0,0,0.0021,0,0.0021,0.0021,0.0041,0.0041,0.0021,0,0,0,0,0,0,0,0.0021,0.0041,0.0083
gi|685956309|gb|KGB32506.1|,1.114,7.8014,0,36.85515366,0.111,54.6099,0.35,0.3877,45.3901,0.2364,0.139479905,125,5.3499,0,0.675,3.3097,15.6028,-0.205910165,44.9173,2.4941,1.835,147,1.51,0.779,5.4374,48905.45,0.569,0.0189,4.7281,0.909,10.1678,1.3262,8.0378,1.218,8.2742,1.839,1.637,2.1277,4.9645,0.591,24.8227,22.4586,0.6414,1.877,30,0.695,6.383,115.6157,1.182,6.8558,1.039,1,0,0.7092,0.245,0.86,4.7281,0.0047,0.0071,0,0.0047,0.0024,0,0,0.0047,0,0.0071,0,0,0.0024,0.0071,0.0095,0.0024,0,0.0118,0.0095,0,0.0024,0.0024,0.0071,0.0047,0,0.0165,0.0047,0.0024,0.0071,0.0024,0.0024,0,0,0.0024,0.0024,0,0.0047,0.0024,0.0024,0,0.0071,0,0.0024,0.0095,0,0.0047,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0,0,0.0047,0.0095,0,0.0047,0.0047,0,0.0024,0,0.0024,0,0.0024,0.0024,0.0071,0.0047,0.0047,0,0.0024,0,0.0024,0.0024,0.0024,0.0047,0,0.0095,0,0.0071,0,0,0,0,0,0.0024,0.0024,0,0,0.0024,0.0047,0.0024,0,0.0024,0.0071,0.0024,0.0047,0,0.0095,0.0071,0,0.0024,0,0.0024,0.0047,0,0.0024,0,0.0024,0.0024,0,0,0.0047,0.0047,0.0024,0,0.0047,0,0.0071,0.0024,0.0095,0
gi|56756857|gb|AAW26600.1|,0.746,5.2239,0,41.58208955,0.052,50.4975,0.942,0.3284,49.5025,0.1692,0.077114428,82,5.0771,1,1.523,7.4627,9.204,-0.279104478,44.5274,2.5199,0.777,125,1.036,0.549,3.7313,46140.47,0.072,0.0473,2.4876,0.478,10.1716,1.4055,5.9701,0.905,8.209,1.824,0.574,0.7463,5.7214,0.681,25.1244,23.6318,1.6136,0.951,40,2.049,3.2338,114.7773,3.4826,7.7114,1.168,2,0,1.2438,0.429,1.312,7.2139,0,0.005,0.005,0,0.0025,0.0025,0.005,0.0025,0.005,0,0.005,0.005,0.0025,0.0025,0,0.0025,0.005,0.005,0,0.005,0.0075,0.0025,0.0025,0.005,0,0.005,0.0025,0.01,0.005,0.0025,0.005,0,0.0025,0,0,0.005,0,0,0.0075,0,0,0,0,0.005,0,0,0,0.0025,0.0025,0.0075,0.005,0.0025,0,0,0.005,0.0025,0.0025,0.0025,0.0025,0,0.0025,0.005,0,0,0.005,0,0.005,0.005,0.0025,0,0,0.005,0.0025,0.0025,0.005,0,0.0025,0.005,0.005,0,0.0025,0.0075,0.0025,0.0025,0,0.0025,0.0025,0.0075,0,0,0.0025,0,0.0025,0.0025,0.0025,0,0.0025,0.0025,0,0.0025,0.005,0,0,0,0.0025,0,0,0,0,0.0124,0.0025,0.0025,0,0.005,0,0,0,0,0.0025,0,0.0025,0.01
gi|56755467|gb|AAW25913.1|,1.927,13.4884,5,43.42790698,0.891,36.2791,0.037,0.1953,63.7209,0.2977,0.074418605,149,4.9116,0,2.373,11.6279,10.6977,-1.224186047,44.186,2.5163,0.7,63,0.904,0.509,3.2558,24877.1,0.047,0.0512,0.9302,0.179,10,1.6186,10.2326,1.55,6.0465,1.344,0.358,0.4651,9.3023,1.107,12.093,30.2326,-5.449,1.094,21,3.01,3.7209,115.7074,5.1163,2.3256,0.352,3,0,0,0,0.846,4.6512,0.0326,0.0047,0,0.014,0.0186,0.014,0.0186,0,0.0186,0.0093,0,0.0047,0.0047,0.0093,0,0,0.0047,0,0.0093,0,0.0093,0,0,0.0186,0,0,0,0.0047,0.0093,0,0.0093,0.0047,0.0047,0,0,0,0,0.0047,0.0047,0,0.014,0,0.0093,0,0,0,0.0047,0.0279,0,0.0047,0.0047,0.0093,0.014,0,0,0,0.0093,0,0,0,0,0,0,0,0,0.0047,0.0047,0,0,0,0,0.0047,0,0.0047,0,0,0,0.0047,0,0.0047,0,0.014,0.0047,0.0093,0,0,0,0.0047,0,0,0,0,0,0,0.0047,0,0.0093,0,0,0.0093,0,0,0,0,0.0047,0,0.0093,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0.0047,0
gi|56755685|gb|AAW26021.1|,1.332,9.3248,0,39.55549839,0.99,56.2701,0.058,0.373,43.7299,0.2476,0.127009646,179,5.1768,0,0.952,4.6624,13.8264,0.004019293,49.3569,2.4614,1.566,217,1.92,0.772,6.9132,70109.89,0.013,0.0241,4.5016,0.866,9.9646,1.3087,5.7878,0.877,6.9132,1.536,1.731,2.2508,6.7524,0.804,24.5981,27.9743,3.3401,1.04,28,0.946,3.537,112.7169,1.6077,7.3955,1.121,3,0,0.8039,0.277,0.965,5.3055,0.0113,0.0064,0,0.0016,0.0048,0.0048,0.0016,0.0048,0.0048,0,0.0048,0.0048,0.0048,0.0064,0.008,0.0016,0.0064,0.0048,0.0048,0.0016,0.0032,0.0032,0.0032,0.0032,0,0.0048,0.0032,0.0048,0.0048,0.0032,0.008,0,0.0016,0.0016,0.0016,0.0016,0,0,0.0032,0.0016,0.0016,0,0.0032,0.0016,0,0.0113,0.0048,0.0032,0.0096,0.008,0.0048,0,0.0064,0,0.0096,0.0016,0.0016,0,0.0032,0.0016,0,0.0016,0.0016,0.0016,0.0032,0.0032,0.008,0.0016,0.0032,0,0.0048,0,0,0.0016,0.0032,0,0,0.0032,0.0032,0.0048,0.0016,0.0032,0.008,0,0.0016,0,0.0032,0.0064,0.0016,0.0032,0.0016,0.0016,0,0.0016,0.0016,0,0.008,0.0096,0,0.0016,0.0048,0.008,0.0016,0,0,0.0064,0.0016,0.0016,0.0048,0.0064,0.0064,0.0048,0,0.0048,0,0,0,0,0.0048,0.0032,0.008,0.008
gi|56758274|gb|AAW27277.1|,0.792,5.5409,4,43.76150396,0.165,50.9235,0.706,0.2929,49.0765,0.2216,0.073878628,162,5.1003,0,1.185,5.8047,10.0264,-0.536675462,45.6464,2.5172,1.831,121,0.513,0.503,1.847,43370.74,0.115,0.0317,6.5963,1.269,10.0079,1.4116,6.0686,0.919,8.4433,1.876,2.436,3.1662,5.0132,0.597,21.8997,23.219,3.2649,0.698,41,1.397,2.3747,114.4347,2.3747,4.7493,0.72,2,0,0.7916,0.273,1.103,6.0686,0.0026,0.0026,0,0,0,0.0026,0,0.0079,0,0,0,0.0053,0.0053,0.0026,0.0026,0,0.0132,0,0,0,0,0.0053,0.0053,0.0026,0.0026,0.0053,0,0.0026,0.0026,0,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0,0,0,0,0,0,0,0,0,0.0026,0.0053,0.0079,0,0.0026,0,0.0026,0.0026,0,0.0079,0.0079,0,0,0.0079,0,0.0026,0,0.0026,0,0,0.0026,0.0106,0.0026,0.0026,0,0.0132,0.0053,0.0026,0.0079,0.0079,0.0053,0.0026,0.0053,0.0026,0.0026,0.0026,0.0026,0.0106,0.0026,0.0026,0.0053,0,0.0132,0,0,0.0106,0.0026,0.0026,0,0,0.0079,0.0026,0,0,0,0.0079,0.0026,0,0,0,0,0.0053,0,0.0079,0.0132,0.0053,0,0.0026,0,0.0026,0.0026,0,0,0,0.0053,0,0.0026
gi|23305772|gb|AAN17276.1|,0.717,5.0209,0,30.06694561,0.998,64.0167,0.032,0.3849,35.9833,0.1883,0.075313808,58,4.9749,0,0.342,1.6736,10.0418,0.550209205,47.6987,2.3347,0.494,60,1.395,0.716,5.0209,26197.6,0.007,0.0837,2.9289,0.563,10.046,1.2594,8.7866,1.331,9.6234,2.139,0.322,0.4184,7.113,0.847,30.9623,28.4519,-0.6037,0.615,51,1.231,2.0921,109.6134,2.0921,8.3682,1.268,0,0,6.2762,2.164,0.761,4.1841,0,0.0084,0,0,0,0,0,0.0042,0,0.0042,0.0042,0.0042,0.0042,0,0,0,0,0.0126,0,0,0.0042,0,0,0,0.0167,0.0042,0,0.0084,0.0084,0.0126,0,0,0,0,0.0042,0.0042,0,0,0.0042,0,0.0042,0,0.0084,0,0.0126,0.0084,0.0042,0,0.0084,0,0,0.0042,0,0,0.0084,0,0,0,0.0084,0,0,0,0.0042,0,0.0126,0.0042,0.0084,0.0042,0.0042,0.0042,0.0042,0,0,0,0,0,0,0.0084,0,0.0126,0,0,0.0084,0,0,0.0042,0,0.0042,0.0084,0.0042,0.0084,0,0,0.0042,0,0.0042,0.0126,0.0042,0,0.0042,0,0.0042,0.0084,0,0.0042,0,0,0,0,0,0.0167,0,0,0,0,0,0,0,0.0084,0,0.0126,0
gi|685963739|gb|KGB38877.1|,0.868,6.0773,0,22.18569061,0.962,55.2486,0.084,0.3039,44.7514,0.2541,0.099447514,68,4.8895,0,0.902,4.4199,12.1547,-0.298342541,56.3536,2.4807,1.752,55,0.767,0.761,2.7624,20211.15,0.013,0.0718,3.8674,0.744,9.5193,1.3757,3.8674,0.586,3.3149,0.737,1.7,2.2099,8.2873,0.987,20.442,30.9392,-0.1656,1.462,19,0.975,4.9724,111.6638,1.6575,8.8398,1.339,0,0,5.5249,1.905,1.005,5.5249,0.011,0,0,0.0055,0,0,0,0.0055,0.0055,0,0,0,0.0055,0,0,0.0221,0,0.011,0.0055,0,0.011,0,0,0,0.011,0.0055,0,0.0055,0.0055,0,0,0,0,0,0.0055,0.0055,0.0055,0.0055,0,0.011,0,0,0,0.0055,0.0055,0,0.0276,0,0.011,0,0,0,0,0,0.0055,0,0.0055,0.0055,0,0,0.0166,0,0,0.0055,0,0,0.0055,0.0055,0,0.011,0,0.0055,0,0,0,0,0,0,0,0.0055,0,0,0.0055,0,0.0055,0,0.0055,0,0.0166,0,0.0055,0.0055,0.0055,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0.0055,0,0.011
gi|495668|gb|AAA29882.1|,0.768,5.3763,0,36.75023041,0.063,49.3088,0.909,0.318,50.6912,0.2104,0.070660522,192,5.0568,0,1.223,5.9908,10.1382,-0.415053763,46.851,2.5038,1.135,205,0.811,0.636,2.9186,74281.24,0.101,0.0323,3.2258,0.62,10.0661,1.4363,6.9124,1.047,5.9908,1.331,1.3,1.6897,5.0691,0.603,24.7312,23.1951,0.9398,0.723,41,0.994,2.4578,114.1033,1.6897,5.8372,0.884,5,0,1.5361,0.53,1.313,7.2197,0.0031,0.0015,0.0031,0.0031,0.0015,0.0046,0.0077,0.0015,0.0015,0.0015,0.0046,0.0031,0.0015,0,0.0046,0.0031,0.0031,0.0061,0.0061,0.0092,0,0.0031,0.0031,0.0015,0,0.0077,0.0015,0.0061,0.0077,0.0031,0.0031,0,0.0015,0.0031,0.0031,0.0092,0.0015,0,0.0031,0.0015,0.0015,0.0046,0.0046,0.0015,0.0031,0,0.0046,0.0061,0.0061,0.0015,0,0,0,0,0.0046,0.0015,0.0046,0,0,0,0.0015,0,0,0,0,0.0046,0.0108,0.0015,0,0.0031,0,0.0015,0,0,0.0031,0.0015,0.0015,0.0077,0.0077,0.0031,0.0061,0,0.0046,0,0.0031,0,0.0031,0.0092,0.0015,0,0.0077,0,0.0015,0.0015,0.0015,0.0061,0.0015,0.0077,0.0015,0.0046,0.0061,0.0061,0,0.0015,0.0046,0,0.0015,0,0.0031,0.0015,0,0.0015,0.0031,0.0031,0,0,0.0015,0,0.0077,0.0031,0.0061,0.0015
gi|56758452|gb|AAW27366.1|,0.59,4.1322,0,54.44132231,0.123,48.7603,0.538,0.2975,51.2397,0.1983,0.095041322,115,5.0868,0,1.096,5.3719,10.3306,-0.67892562,45.4545,2.5868,1.027,72,1.377,0.731,4.9587,27681.1,0.308,0.0248,4.5455,0.874,9.9298,1.3595,8.2645,1.252,5.7851,1.286,0.954,1.2397,8.2645,0.984,20.2479,22.7273,1.1608,0.972,39,0.729,3.3058,114.3847,1.2397,6.6116,1.002,2,0,1.2397,0.427,1.578,8.6777,0,0,0,0,0.0041,0.0083,0,0,0.0041,0,0,0.0041,0,0,0,0.0207,0,0.0041,0.0041,0,0.0041,0,0,0.0083,0,0.0041,0,0.0041,0,0,0.0041,0,0,0,0,0.0124,0,0,0.0041,0,0.0041,0,0.0041,0,0.0041,0.0041,0.0124,0,0.0041,0,0.0041,0.0041,0.0083,0,0,0.0041,0,0,0,0.0041,0,0,0,0,0,0,0.0041,0,0.0083,0,0.0083,0,0,0,0.0041,0,0.0041,0.0083,0.0041,0,0,0,0,0,0,0,0,0.0165,0,0.0041,0.0083,0,0,0,0.0041,0,0,0,0.0041,0.0124,0.0041,0,0,0,0.0041,0,0,0,0.0041,0.0041,0.0041,0,0,0,0,0,0.0041,0,0.0041,0,0.0041,0.0083
gi|29841046|gb|AAP06059.1|,0.952,6.6667,0,42.86392157,0.049,45.098,0.785,0.2824,54.902,0.1765,0.066666667,68,5.0392,0,1.04,5.098,9.8039,-0.603921569,45.098,2.549,0.922,83,0.763,0.496,2.7451,29208.15,0.204,0.0353,2.3529,0.452,10.0863,1.4196,10.1961,1.545,4.7059,1.046,0.905,1.1765,3.1373,0.373,21.5686,24.3137,-1.4729,0.807,68,1.153,2.7451,114.5418,1.9608,6.6667,1.01,3,0,1.5686,0.541,1.141,6.2745,0.0039,0.0039,0,0,0.0039,0.0078,0.0039,0,0.0118,0,0.0039,0.0078,0.0039,0,0.0039,0,0,0,0.0039,0,0.0078,0,0,0.0039,0.0039,0,0,0.0039,0.0039,0,0.0157,0,0,0,0.0039,0.0118,0,0,0.0078,0,0,0.0078,0.0039,0,0,0,0.0039,0.0039,0.0118,0,0.0118,0.0039,0.0039,0,0,0,0,0,0,0.0039,0.0039,0,0,0,0.0118,0.0078,0.0118,0,0,0,0,0.0039,0.0039,0,0.0039,0.0039,0,0.0118,0.0078,0,0.0039,0,0,0,0,0.0039,0,0,0,0,0.0078,0,0,0.0039,0,0.0118,0,0,0.0039,0,0.0039,0,0,0,0.0039,0,0.0078,0,0,0.0118,0.0039,0,0,0,0,0,0,0.0039,0,0,0,0.0039
gi|685965562|gb|KGB40140.1|,0.576,4.0323,0,38.54516129,0.045,46.7742,0.755,0.2823,53.2258,0.2258,0.10483871,41,5.2339,0,0.987,4.8387,14.5161,-0.683064516,41.9355,2.4758,0.511,40,1.792,0.729,6.4516,14576.4,0.252,0.0726,4.8387,0.931,10.2097,1.4516,11.2903,1.711,5.6452,1.254,0,0,4.8387,0.576,17.7419,21.7742,-1.0557,1.186,50,1.898,4.0323,117.5516,3.2258,3.2258,0.489,3,0,4.0323,1.39,0.587,3.2258,0,0,0,0,0,0.0081,0.0081,0,0,0,0,0.0081,0,0,0.0081,0,0,0,0,0.0081,0,0.0161,0,0,0,0.0081,0,0.0081,0.0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161,0,0,0.0081,0,0.0161,0.0161,0.0081,0,0.0081,0,0,0,0,0,0.0081,0,0.0081,0,0,0,0.0161,0.0081,0.0161,0,0,0,0,0,0,0,0,0.0081,0,0,0.0081,0,0,0.0161,0,0,0.0081,0,0,0.0161,0,0,0,0,0.0081,0,0.0161,0,0,0,0.0161,0,0.0081,0.0081,0,0,0.0081,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0,0
gi|56757153|gb|AAW26748.1|,0.883,6.1798,0,30.49044944,0.879,58.427,0.179,0.3764,41.573,0.2247,0.08988764,31,5.0169,0,0.917,4.4944,12.3596,0.33258427,55.0562,2.4157,0.862,58,1.561,0.631,5.618,19684.03,0.053,0.0337,5.0562,0.972,9.8652,1.3258,1.6854,0.255,7.3034,1.623,0.864,1.1236,4.4944,0.535,28.6517,29.2135,2.386,0.661,32,0.991,2.2472,110.5844,1.6854,8.9888,1.362,3,0,1.6854,0.581,0.919,5.0562,0,0.0169,0.0056,0.0112,0.0056,0.0112,0.0056,0.0056,0,0,0,0.0112,0,0,0.0112,0.0056,0,0.0056,0,0,0,0.0056,0.0056,0.0056,0,0.0112,0.0112,0,0,0.0056,0,0,0,0,0,0.0056,0,0,0,0,0,0,0,0,0.0056,0,0,0.0056,0,0,0,0,0,0,0.0112,0,0,0,0,0,0,0,0,0,0,0.0112,0,0,0,0,0.0056,0,0,0,0.0056,0,0,0,0,0.0112,0.0056,0.0056,0,0,0,0,0,0,0,0,0.0056,0,0,0.0056,0,0.0056,0,0.0112,0.0056,0,0,0.0056,0,0,0.0112,0,0,0,0,0.0112,0.0056,0,0,0,0,0,0,0,0.0056,0,0.0112,0.0112
gi|56759444|gb|AAW27862.1|,0.805,5.6338,1,20.17793427,0.966,56.338,0.028,0.3333,43.662,0.2535,0.093896714,80,4.939,0,0.767,3.7559,11.7371,0.000938967,54.4601,2.4038,0.601,66,2.087,0.872,7.5117,23264.99,0.034,0.0329,4.2254,0.813,9.77,1.3192,7.5117,1.138,6.1033,1.356,0.722,0.939,10.7981,1.285,23.9437,29.5775,1.0124,0.276,27,1.381,0.939,109.2253,2.3474,10.7981,1.636,0,0,0.939,0.324,0.939,5.1643,0,0,0,0.0047,0.0047,0.0047,0,0,0,0,0,0.0047,0,0,0,0,0,0.0141,0,0,0.0047,0.0047,0.0047,0.0094,0.0094,0,0.0094,0.0047,0,0.0094,0,0,0,0,0.0047,0,0,0,0.0047,0,0,0,0,0.0094,0,0.0047,0.0047,0.0141,0.0141,0,0,0,0.0047,0,0.0094,0.0047,0,0,0,0,0,0,0,0,0.0141,0,0.0094,0,0.0094,0,0,0,0,0.0047,0,0.0047,0,0.0047,0,0,0,0,0.0141,0,0,0,0.0047,0,0,0,0.0047,0,0,0,0.0094,0,0,0.0047,0.0094,0.0047,0,0.0094,0,0,0,0,0,0,0,0.0047,0.0094,0,0,0,0,0,0,0,0.0094,0,0,0.0047
gi|685959175|gb|KGB35018.1|,1.026,7.1809,3,49.80773936,0.058,45.7447,0.745,0.3005,54.2553,0.2154,0.109042553,130,5.2394,0,0.706,3.4574,14.3617,-0.642287234,42.2872,2.5426,1.134,114,1.551,0.707,5.5851,43956.49,0.26,0.0426,5.0532,0.972,10.0798,1.4096,8.5106,1.289,7.1809,1.596,1.023,1.3298,3.4574,0.412,19.1489,22.6064,-3.1844,1.173,31,0.939,3.9894,116.9056,1.5957,4.2553,0.645,4,0,2.6596,0.917,0.822,4.5213,0.0106,0.0027,0,0.0053,0.0053,0.0027,0.0027,0.0027,0.0053,0.008,0.0027,0,0,0.0027,0,0,0.0027,0.0027,0.0027,0,0.0027,0.008,0.0053,0.0027,0,0.0053,0,0.008,0.0027,0.0027,0.0053,0.0027,0,0.0053,0.0027,0.0027,0.0027,0,0.0027,0,0.0027,0.0027,0.0027,0,0,0.008,0,0.0053,0.0053,0.0027,0.008,0,0.0027,0,0.0027,0.0027,0.0027,0,0,0,0.0027,0.0027,0,0.0027,0.0053,0.0053,0.0133,0.008,0,0.0053,0.0053,0.0027,0.0027,0,0.0027,0.0053,0,0.008,0,0,0.0053,0,0.0053,0.008,0,0,0.008,0,0,0,0,0,0.0027,0.0053,0.0027,0,0,0.0027,0,0,0.0053,0.0053,0,0,0,0.0027,0.0027,0.0027,0,0.0027,0.0027,0.0053,0.0027,0.0027,0.0027,0,0.0027,0,0.0053,0,0.0053,0.0027
gi|56758970|gb|AAW27625.1|,1.193,8.3514,0,46.27125813,0.929,50.5423,0.067,0.2993,49.4577,0.2289,0.0835141,273,4.9523,0,0.708,3.4707,10.0868,-0.255639913,52.2777,2.5184,1.394,252,0.844,0.67,3.0369,104169.69,0.026,0.0813,3.7961,0.73,9.8048,1.3362,7.1584,1.085,6.9414,1.543,1.502,1.9523,3.9046,0.465,21.5835,30.3688,-6.1057,0.989,28,0.893,3.3623,112.9823,1.5184,5.8568,0.887,6,0,6.6161,2.281,0.986,5.423,0.013,0.0054,0.0022,0.0033,0.0011,0.0119,0.0022,0.0054,0.0022,0,0.0033,0.0065,0.0022,0.0065,0.0043,0.0022,0.0043,0.0087,0.0043,0.0076,0.0022,0.0022,0.0022,0.0011,0.0033,0.0022,0,0.0065,0.0087,0,0.0022,0.0011,0.0033,0.0022,0.0043,0.0033,0.0022,0,0.0033,0.0022,0.0043,0.0043,0,0.0033,0,0,0,0.0011,0.0033,0.0022,0.0022,0.0011,0.0011,0,0.0043,0.0011,0.0011,0,0.0011,0.0043,0.0022,0.0022,0.0054,0.0033,0.0043,0,0.0022,0.0043,0.0043,0,0,0.0022,0.0011,0.0011,0.0065,0.0011,0,0.0065,0.0043,0.0043,0,0.0011,0.0043,0,0,0,0.0022,0.0033,0.0065,0.0011,0.0054,0.0033,0.0065,0.0011,0.0022,0.0033,0.0043,0.0022,0.0011,0.0033,0.0043,0.0054,0.0076,0.0011,0.0054,0.0011,0.0011,0,0,0.0011,0.0054,0.0011,0,0.0022,0,0,0.0033,0.0011,0.0033,0.0022,0.0043,0.0033
gi|117380647|gb|ABK34455.1|,0.84,5.8824,5,11.84705882,0.134,54.2484,0.72,0.2288,45.7516,0.3137,0.039215686,87,4.3725,0,0.534,2.6144,11.1111,-0.294117647,66.0131,2.4379,0.095,43,0.908,0.708,3.268,15678.67,0.144,0.0392,3.268,0.628,8.8497,1.3333,4.5752,0.693,4.5752,1.017,0,0,16.9935,2.023,18.9542,39.2157,1.4053,0.192,10,1.153,0.6536,102.475,1.9608,9.8039,1.485,3,0,1.9608,0.676,1.545,8.4967,0,0.0065,0,0,0,0,0,0,0,0.0065,0.0131,0.0065,0,0,0,0,0.0065,0.0131,0,0,0,0,0,0.0131,0.0065,0.0065,0.0065,0,0,0,0,0,0,0,0,0.0131,0,0,0,0,0,0,0.0065,0.0065,0.0065,0,0.0065,0.0131,0,0.0196,0,0.0065,0.0065,0,0,0,0,0,0,0,0,0,0,0,0.0065,0.0065,0.0065,0,0.0065,0,0,0,0,0,0,0,0,0.0065,0,0,0.0131,0,0.0131,0.0196,0,0.0065,0.0065,0,0.0065,0,0,0,0,0.0065,0,0,0,0.0065,0,0.0065,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0.0131,0,0,0,0,0,0,0.0065,0
