Sequence ID,Dayhoff statistic of serine,Percentage of serine,Secondary turn fraction,Instability Index,Proteasomal cleavages (MHC ligands),Molecular Weight,Count of linear B-cell epitopes,Dayhoff statistic of proline,Percentage of proline,N-linked glycosylation sites,Probability of Expression Inclusion Bodies,Dayhoff statistic of lysine,Secretory pathway signal peptide (SP),Mitochondrial targeting peptide (mTP),Percentage of lysine,Molar Extinction Coefficient A280,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of asparagine,Dayhoff statistic of histidine,Binding Regions in Disordered Proteins,Percentage of histidine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of asparagine,Percentage of methionine,Percentage of non polar mole,Percentage of small mole,Percentage of polar mole,Average hydrogen sparing,Average sulphur sparing,Dayhoff statistic of arginine,Percentage of arginine,Average oxygen sparing,Average nitrogen sparing,Percentage of isoleucine,Dayhoff statistic of isoleucine,Secondary sheet fraction,Dayhoff statistic of alanine,Percentage of alanine,Secondary helix fraction,Percentage of aliphatic mole,C-mannosylation sites,Dayhoff statistic of valine,Percentage of valine,Grand average of hydropathy (GRAVY),Class I Immunogenicity score,Percentage of glycine,Dayhoff statistic of glycine,SS,SN,PS,PL,LS,SQ,NS,SP,SR,QP,KV,LN,ST,GK,HS,DS,KA,PP,PR,GA,RS,II,RR,NN,EK,ME,QS,SD,MK,DK,IV,SV,PV,LP,VP,KK,SL,SE,AM,AI,KL,PG,IA,AK,KT,RL,PI,HL,RF,LG,GD,EN,AV,RP,YM,NP,TF,HN,TR,NH,VI,YH,FP,DF,SA,VK,AS,IP,AD,NL,YI,CC,NR,LR,KN,FS,TS,PE,IE,MA,FH,CK,DG,VT,PQ,DH,IK,MQ,IG,IS,PH,KD,WC,GI,GV,FI,EP,IH,RH,CV,QA,HY,IF,DM,IY,CP,GH,WR,WS,HF,PY,VV,HW,KG,KF,NE,YP,KC,HQ,MG
AY815945,1.091,7.6389,0.2014,33.8812847222,103,33241.77,22,0.801,4.1667,1,0.720,0.737,0.905,0.142,4.8611,68870,0,1.292,1.562,0,3.125,21,1.021,5.5556,1.7361,63.8889,46.5278,36.1111,10.4549,0.0486,0.779,3.8194,2.3299,1.3229,9.7222,2.160,0.2083,0.404,3.4722,0.4861,35.0694,0,1.789,11.8056,0.681597222222,2.9449,2.7778,0.331,0.0,0.0035,0.0,0.0035,0.0069,0.0035,0.0035,0.0,0.0069,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0035,0.0208,0.0,0.0035,0.0,0.0,0.0,0.0035,0.0,0.0,0.0174,0.0139,0.0069,0.0069,0.0,0.0035,0.0139,0.0,0.0,0.0,0.0035,0.0035,0.0035,0.0,0.0,0.0,0.0069,0.0035,0.0,0.0069,0.0035,0.0069,0.0,0.0035,0.0,0.0,0.0104,0.0,0.0,0.0,0.0139,0.0,0.0035,0.0,0.0,0.0,0.0035,0.0069,0.0,0.0069,0.0,0.0,0.0035,0.0069,0.0069,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0035,0.0035,0.0104,0.0035,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0069,0.0035,0.0,0.0,0.0069,0.0,0.0069,0.0,0.0,0.0,0.0035,0.0,0.0,0.0139,0.0,0.0,0.0069,0.0035,0.0,0.0035,0.0,0.0
Smp_176050.1,1.239,8.6735,0.1786,32.631122449,61,22435.98,57,0.392,2.0408,0,0.532,1.391,0.069,0.090,9.1837,18450,0,0.831,0.765,0,1.5306,49,1.200,3.5714,2.0408,50.0,45.9184,50.0,10.1786,0.0306,0.937,4.5918,2.5204,1.3214,8.6735,1.927,0.2347,0.653,5.6122,0.3571,25.0,0,1.391,9.1837,-0.0989795918367,1.0587,3.5714,0.425,0.0102,0.0,0.0102,0.0,0.0,0.0,0.0051,0.0,0.0051,0.0,0.0051,0.0,0.0,0.0051,0.0,0.0051,0.0051,0.0,0.0,0.0102,0.0,0.0102,0.0,0.0051,0.0102,0.0051,0.0,0.0,0.0051,0.0102,0.0102,0.0051,0.0,0.0,0.0,0.0051,0.0051,0.0051,0.0,0.0051,0.0051,0.0,0.0,0.0102,0.0204,0.0051,0.0,0.0,0.0102,0.0051,0.0,0.0102,0.0051,0.0051,0.0051,0.0,0.0051,0.0,0.0,0.0,0.0,0.0051,0.0,0.0102,0.0051,0.0051,0.0,0.0051,0.0051,0.0051,0.0051,0.0,0.0,0.0051,0.0,0.0051,0.0153,0.0051,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0102,0.0,0.0051,0.0051,0.0,0.0051,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0051,0.0,0.0102,0.0,0.0051,0.0,0.0
AY808337,0.850,5.9524,0.2222,32.394047619,77,27837.17,72,0.916,4.7619,0,0.496,0.661,0.074,0.140,4.3651,22920,0,0.831,0.198,0,0.3968,31,2.334,3.5714,3.9683,58.7302,48.0159,41.2698,9.9048,0.0476,1.053,5.1587,2.4683,1.2937,10.7143,2.381,0.2738,0.923,7.9365,0.3333,25.7937,0,0.722,4.7619,0.0488095238095,1.6092,7.9365,0.945,0.0,0.004,0.0,0.0119,0.0,0.0,0.004,0.0079,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0159,0.004,0.0,0.004,0.004,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0079,0.004,0.0,0.0198,0.0079,0.0,0.0119,0.0,0.0079,0.0079,0.0,0.004,0.0079,0.004,0.0,0.0119,0.0,0.0,0.0198,0.0,0.0,0.0,0.0198,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0079,0.0119,0.004,0.004,0.0,0.0,0.0079,0.0,0.0,0.0079,0.0079,0.004,0.0119,0.0,0.0,0.004,0.0079,0.004,0.0,0.0,0.0,0.004,0.0079,0.0,0.0,0.0,0.0159,0.004,0.004,0.0,0.0,0.0,0.0,0.0119,0.0,0.004,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
Smp_132690.1,0.761,5.3305,0.1791,34.2381663113,140,51847.71,140,0.451,2.3454,1,0.582,0.905,0.116,0.214,5.9701,15930,0,0.496,0.853,0,1.7058,57,1.756,2.1322,2.9851,51.8124,45.8422,48.1876,9.9574,0.0405,1.392,6.823,2.4968,1.3646,10.0213,2.227,0.2878,0.942,8.1023,0.2921,24.5203,0,0.872,5.7569,-0.174200426439,4.1722,8.1023,0.965,0.0,0.0,0.0043,0.0,0.0,0.0021,0.0021,0.0021,0.0021,0.0021,0.0064,0.0064,0.0043,0.0107,0.0021,0.0043,0.0043,0.0021,0.0,0.0043,0.0043,0.0043,0.0021,0.0,0.0021,0.0021,0.0021,0.0021,0.0,0.0064,0.0043,0.0,0.0021,0.0,0.0021,0.0,0.0085,0.0085,0.0043,0.0085,0.0043,0.0043,0.0043,0.0021,0.0064,0.0043,0.0021,0.0,0.0,0.0107,0.0064,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0107,0.0021,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0043,0.0,0.0,0.0043,0.0021,0.0,0.0064,0.0021,0.0021,0.0064,0.0064,0.0,0.0021,0.0,0.0021,0.0,0.0,0.0043,0.0021,0.0085,0.0107,0.0021,0.0,0.0,0.0043,0.0043,0.0043,0.0,0.0,0.0,0.0,0.0085,0.0,0.0021,0.0021,0.0,0.0021,0.0021,0.0021,0.0,0.0,0.0,0.0064,0.0,0.0021,0.0021,0.0021,0.0,0.0,0.0,0.0021
Smp_099890.1,0.983,6.8783,0.1905,17.3322751323,69,21421.21,45,0.509,2.6455,0,0.657,1.443,0.154,0.251,9.5238,33920,0,0.861,0.265,0,0.5291,53,1.245,3.7037,2.1164,59.2593,44.4444,40.7407,10.1958,0.0212,0.540,2.6455,2.4339,1.254,7.9365,1.764,0.2804,0.984,8.4656,0.4021,25.9259,0,0.882,5.8201,0.184126984127,0.8448,5.8201,0.693,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0,0.0053,0.0,0.0,0.0106,0.0,0.0,0.0053,0.0,0.0053,0.0159,0.0,0.0,0.0053,0.0053,0.0,0.0,0.0,0.0265,0.0053,0.0,0.0106,0.0,0.0106,0.0053,0.0053,0.0,0.0,0.0053,0.0159,0.0212,0.0,0.0,0.0053,0.0053,0.0,0.0,0.0053,0.0,0.0053,0.0,0.0,0.0,0.0,0.0053,0.0,0.0106,0.0053,0.0,0.0,0.0,0.0,0.0053,0.0,0.0106,0.0,0.0,0.0106,0.0053,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0,0.0,0.0,0.0106,0.0,0.0159,0.0,0.0053,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0053,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0053,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0053,0.0053,0.0053,0.0,0.0,0.0
AY812976,1.084,7.5893,0.192,37.9259375,66,24602.13,45,0.343,1.7857,2,0.521,0.676,0.969,0.007,4.4643,32890,0,0.831,0.670,0,1.3393,36,1.313,3.5714,2.2321,62.9464,47.3214,37.0536,9.9643,0.0536,0.273,1.3393,2.4152,1.2054,13.8393,3.075,0.2589,1.038,8.9286,0.4063,30.3571,0,0.744,4.9107,0.627678571429,1.8267,6.25,0.744,0.0,0.0,0.0045,0.0,0.0,0.0045,0.0045,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0045,0.0,0.0,0.0089,0.0,0.0134,0.0,0.0179,0.0,0.0,0.0,0.0,0.0045,0.0045,0.0045,0.0,0.0089,0.0089,0.0,0.0,0.0,0.0089,0.0134,0.0045,0.0,0.0223,0.0089,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0045,0.0089,0.0,0.0045,0.0045,0.0,0.0,0.0045,0.0045,0.0,0.0045,0.0,0.0045,0.0179,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0223,0.0089,0.0,0.0045,0.0,0.0134,0.0045,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smp_002060.1,0.661,4.6296,0.2315,30.6935185185,28,12071.94,49,0.356,1.8519,1,0.660,1.403,0.065,0.073,9.2593,19940,0,1.938,0.926,0,1.8519,27,0.545,8.3333,0.9259,48.1481,56.4815,51.8519,9.4352,0.0648,0.378,1.8519,2.6111,1.3241,3.7037,0.823,0.2037,0.646,5.5556,0.2593,17.5926,0,0.982,6.4815,-0.733333333333,-0.4819,8.3333,0.992,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0278,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0,0.0093,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0093,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0093,0.0093,0.0093,0.0,0.0093,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0093,0.0,0.0,0.0,0.0093,0.0,0.0185,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0093,0.0093,0.0,0.0093,0.0093,0.0093,0.0,0.0185,0.0,0.0
Smp_100090.1,1.055,7.3864,0.1818,38.8840909091,52,20631.52,113,0.874,4.5455,2,0.503,3.099,0.046,0.185,20.4545,25440,0,0.793,1.136,4,2.2727,80,1.671,3.4091,2.8409,38.6364,41.4773,61.3636,10.1193,0.0511,1.044,5.1136,2.5568,1.483,0.5682,0.126,0.2784,1.123,9.6591,0.1648,7.3864,0,0.344,2.2727,-1.49659090909,-6.1006,2.8409,0.338,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.017,0.0,0.0057,0.0227,0.0057,0.0,0.0057,0.0057,0.0,0.0,0.0,0.017,0.0057,0.0057,0.0057,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0398,0.0057,0.0227,0.0114,0.0,0.0,0.0,0.0057,0.017,0.0057,0.0,0.0,0.0,0.0,0.0057,0.0,0.0057,0.0,0.0057,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0114,0.0057,0.0,0.0,0.017,0.0057,0.0,0.0,0.0,0.0,0.0114,0.0057,0.0,0.0,0.0,0.0057,0.0,0.0057,0.0,0.0057,0.0,0.0057,0.0,0.0057,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0057,0.0,0.0,0.0,0.0,0.0
Smp_014570.1,1.370,9.589,0.1918,44.7817351598,60,24307.4,33,0.088,0.4566,1,0.588,1.107,0.088,0.213,7.3059,17420,0,1.593,0.913,0,1.8265,50,1.612,6.8493,2.7397,52.0548,50.6849,47.9452,9.9543,0.0776,0.652,3.1963,2.4977,1.3151,10.0457,2.232,0.2694,1.009,8.6758,0.3288,27.8539,0,1.176,7.7626,0.116894977169,-2.1395,2.2831,0.272,0.0183,0.0,0.0,0.0,0.0183,0.0046,0.0046,0.0,0.0091,0.0,0.0091,0.0137,0.0046,0.0,0.0,0.0046,0.0137,0.0,0.0,0.0,0.0046,0.0137,0.0046,0.0091,0.0046,0.0,0.0091,0.0,0.0137,0.0046,0.0046,0.0137,0.0,0.0,0.0,0.0,0.0046,0.0091,0.0,0.0046,0.0,0.0,0.0137,0.0046,0.0091,0.0046,0.0,0.0046,0.0,0.0,0.0046,0.0,0.0046,0.0,0.0046,0.0046,0.0,0.0,0.0091,0.0,0.0137,0.0,0.0,0.0,0.0,0.0137,0.0046,0.0,0.0046,0.0091,0.0091,0.0,0.0046,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0046,0.0,0.0,0.0046,0.0046,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0091,0.0046,0.0046,0.0,0.0046,0.0,0.0,0.0,0.0,0.0046,0.0,0.0046,0.0,0.0,0.0,0.0046,0.0,0.0046,0.0,0.0
gi|257471711|pdb|2V1M|A,0.935,6.5476,0.2202,34.6071428571,63,19320.4,58,0.572,2.9762,2,0.847,1.623,0.085,0.135,10.7143,26930,0,1.246,1.190,0,2.381,38,1.401,5.3571,2.381,49.4048,45.8333,50.5952,10.0179,0.0417,0.850,4.1667,2.494,1.3988,5.3571,1.190,0.1964,0.484,4.1667,0.3095,19.6429,0,1.082,7.1429,-0.557142857143,-0.8892,7.1429,0.850,0.0119,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.006,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.006,0.0179,0.006,0.0,0.006,0.0,0.006,0.006,0.0,0.006,0.0,0.0,0.0119,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.006,0.0,0.0,0.0119,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.006,0.006,0.0119,0.0,0.0,0.006,0.0,0.0,0.006,0.0,0.006,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0119,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.006,0.0,0.0,0.0,0.006,0.0,0.0,0.0119,0.0179,0.0,0.0,0.0,0.0,0.0
AY814261,1.084,7.5862,0.2552,47.0876551724,43,16482.81,37,1.194,6.2069,0,0.847,0.940,0.097,0.343,6.2069,17420,0,1.283,0.690,0,1.3793,12,2.028,5.5172,3.4483,58.6207,47.5862,41.3793,10.1793,0.0621,1.267,6.2069,2.4069,1.3517,13.1034,2.912,0.1724,0.401,3.4483,0.3655,26.2069,0,0.627,4.1379,0.0427586206897,0.1629,6.2069,0.739,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0138,0.0,0.0,0.0,0.0,0.0069,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0138,0.0,0.0069,0.0,0.0,0.0069,0.0,0.0,0.0,0.0138,0.0,0.0069,0.0,0.0,0.0138,0.0138,0.0,0.0,0.0069,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0069,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0069,0.0,0.0,0.0069,0.0,0.0138,0.0,0.0069,0.0,0.0,0.0069,0.0,0.0,0.0138,0.0069,0.0069,0.0,0.0069,0.0,0.0069,0.0069,0.0,0.0,0.0,0.0069,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0
AY915388,1.124,7.8652,0.1685,31.5112359551,24,10256.22,27,0.216,1.1236,0,0.494,1.192,0.071,0.083,7.8652,11460,0,0.261,1.685,0,3.3708,65,1.983,1.1236,3.3708,51.6854,43.8202,48.3146,9.8764,0.0449,1.376,6.7416,2.4944,1.4045,7.8652,1.748,0.2247,1.045,8.9888,0.3034,16.8539,0,0.851,5.618,-0.394382022472,0.4682,6.7416,0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0112,0.0112,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0112,0.0,0.0,0.0112,0.0,0.0112,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0112,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0112,0.0112,0.0,0.0112,0.0,0.0112,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0112,0.0,0.0112,0.0,0.0112,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0112,0.0,0.0,0.0,0.0,0.0112,0.0,0.0112,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0
AY810680,1.182,8.2707,0.1955,27.0,47,15148.44,32,0.578,3.0075,0,0.787,1.481,0.068,0.232,9.7744,22460,0,0.874,0.752,0,1.5038,43,2.211,3.7594,3.7594,55.6391,45.8647,44.3609,10.2932,0.0602,0.307,1.5038,2.4286,1.2556,9.7744,2.172,0.2105,0.350,3.0075,0.391,27.8195,0,1.025,6.7669,0.251127819549,-1.0756,4.5113,0.537,0.0,0.0,0.0075,0.0,0.0075,0.0075,0.0,0.0075,0.0,0.0,0.0226,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0301,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0075,0.0075,0.0075,0.0,0.0075,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0,0.015,0.0075,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.015,0.0,0.0075,0.0,0.0,0.015,0.0075,0.0,0.0075,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AY915291,0.928,6.4935,0.2273,25.3558441558,52,17360.44,39,0.624,3.2468,1,0.817,1.574,0.071,0.078,10.3896,19940,0,1.510,0.649,0,1.2987,42,0.764,6.4935,1.2987,51.9481,47.4026,48.0519,10.0325,0.0455,0.663,3.2468,2.487,1.3442,7.1429,1.587,0.2338,0.604,5.1948,0.3247,24.026,0,1.181,7.7922,-0.305194805195,-1.048,6.4935,0.773,0.0065,0.0,0.0,0.0,0.0065,0.0,0.0065,0.0,0.0065,0.0,0.0065,0.0065,0.0,0.0065,0.0,0.0065,0.0065,0.0,0.0,0.0,0.0065,0.0065,0.0,0.0065,0.0195,0.0,0.0,0.0065,0.0,0.0,0.013,0.0065,0.0065,0.0,0.0065,0.0,0.0195,0.0,0.0,0.013,0.0195,0.0,0.0065,0.0065,0.0,0.0065,0.0,0.0,0.0,0.0,0.0065,0.0,0.0065,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0065,0.0065,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0065,0.013,0.0,0.0,0.0195,0.0065,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0065,0.0,0.0065,0.0065,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.013,0.0065,0.0065,0.0065,0.0,0.0,0.0
Smp_059480.1,0.695,4.8649,0.227,32.0395135135,62,21058.27,62,0.936,4.8649,0,0.642,1.065,0.077,0.131,7.027,18450,0,1.257,1.081,0,2.1622,37,0.636,5.4054,1.0811,54.0541,47.5676,45.9459,9.9081,0.0378,1.103,5.4054,2.4757,1.3892,7.027,1.562,0.2,0.566,4.8649,0.3297,22.1622,0,1.147,7.5676,-0.335675675676,1.499,7.5676,0.901,0.0,0.0,0.0054,0.0054,0.0,0.0054,0.0054,0.0,0.0054,0.0,0.0054,0.0,0.0054,0.0054,0.0,0.0054,0.0054,0.0,0.0,0.0,0.0054,0.0108,0.0,0.0,0.0054,0.0,0.0,0.0108,0.0054,0.0054,0.0,0.0054,0.0108,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.0054,0.0,0.0054,0.0,0.0054,0.0,0.0,0.0054,0.0054,0.0,0.0,0.0054,0.0,0.0,0.0,0.0108,0.0,0.0,0.0054,0.0,0.0,0.0,0.0054,0.0054,0.0054,0.0,0.0,0.0054,0.0108,0.0,0.0054,0.0,0.0054,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0054,0.0,0.0,0.0054,0.0,0.0054,0.0,0.0108,0.0054,0.0054,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0108,0.0054,0.0,0.0,0.0,0.0,0.0054,0.0,0.0054,0.0,0.0,0.0054,0.0,0.0,0.0
Smp_066760.3,0.630,4.4077,0.1295,55.3482369146,112,43052.92,139,0.265,1.3774,1,0.831,1.336,0.084,0.057,8.8154,27390,0,1.153,0.826,5,1.6529,71,1.945,4.9587,3.3058,39.9449,36.3636,60.0551,10.2534,0.0441,1.630,7.989,2.6474,1.4986,4.1322,0.918,0.3333,0.801,6.8871,0.2507,18.7328,0,0.751,4.9587,-1.00826446281,-1.9059,2.2039,0.262,0.0028,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0028,0.0028,0.011,0.0083,0.0028,0.0028,0.0,0.0028,0.0028,0.0,0.0,0.0,0.0,0.0,0.0028,0.0028,0.0138,0.0055,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0,0.0,0.0055,0.0028,0.0028,0.0028,0.0083,0.0165,0.0,0.0028,0.0055,0.0028,0.011,0.0,0.0,0.0,0.0083,0.0,0.0028,0.0055,0.0,0.0,0.0028,0.0055,0.0,0.0028,0.0028,0.0,0.0,0.0028,0.0,0.0,0.0083,0.0028,0.0,0.0028,0.0028,0.0,0.0,0.0028,0.0138,0.0055,0.0,0.0028,0.0,0.0055,0.0,0.0,0.0028,0.0,0.0055,0.0,0.0055,0.0028,0.0083,0.0,0.0,0.0,0.0028,0.0,0.0028,0.0028,0.0,0.0,0.0028,0.0,0.0,0.0028,0.0028,0.0,0.0055,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0028,0.011,0.0,0.0,0.0,0.0
gi|588293001|pdb|4MDU|A,1.029,7.2,0.1813,38.6837333333,138,42753.1,120,0.462,2.4,1,0.566,1.010,0.053,0.270,6.6667,43780,0,0.682,1.733,1,3.4667,46,1.882,2.9333,3.2,49.8667,44.2667,50.1333,9.9893,0.0453,1.252,6.1333,2.5413,1.3867,7.2,1.600,0.2827,0.837,7.2,0.3013,22.1333,0,0.566,3.7333,-0.433066666667,-1.3672,5.6,0.667,0.0,0.0,0.0027,0.0,0.0027,0.0,0.0027,0.0,0.0,0.0,0.0027,0.0027,0.0,0.008,0.0027,0.0027,0.0053,0.0,0.0,0.0027,0.0107,0.0053,0.008,0.0,0.0,0.0,0.0027,0.0027,0.0107,0.0053,0.0027,0.0,0.0,0.0,0.0,0.0027,0.0187,0.0187,0.0053,0.008,0.0027,0.0027,0.0027,0.0053,0.0027,0.0053,0.0027,0.0,0.0,0.0053,0.0107,0.0,0.008,0.0053,0.0027,0.0,0.0,0.0,0.008,0.0027,0.0027,0.0,0.0,0.0027,0.0053,0.0027,0.0053,0.0053,0.008,0.0,0.0,0.0,0.0027,0.0027,0.0,0.0027,0.0133,0.0,0.0053,0.008,0.0,0.0,0.0,0.0027,0.0,0.0,0.0027,0.0,0.0,0.0027,0.0027,0.0133,0.0,0.0027,0.0027,0.0,0.0,0.0027,0.0,0.0027,0.0027,0.0027,0.0027,0.0027,0.008,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0107,0.0,0.0027,0.0,0.0,0.0,0.0027
